,Symbol,Company Name
1258,OMINFRAL,OM INFRA LIMITED
1259,PPL,Prakash Pipes Limited
1260,MAWANASUG,Mawana Sugars Limited
1261,GOKUL,Gokul Refoils and Solvent Limited
1262,HITECHCORP,Hitech Corporation Limited
1263,KERNEX,Kernex Microsystems (India) Limited
1264,AYMSYNTEX,AYM Syntex Limited
1265,4THDIM,Fourth Dimension Solutions Limited
1266,ADVANIHOTR,Advani Hotels & Resorts (India) Limited
1267,MSPL,MSP Steel & Power Limited
1268,FROG,Frog Cellsat Limited
1269,CYBERTECH,Cybertech Systems And Software Limited
1270,RUCHIRA,Ruchira Papers Limited
1271,INTLCONV,International Conveyors Limited
1272,KOTARISUG,Kothari Sugars And Chemicals Limited
1273,LYKALABS,Lyka Labs Limited
1274,NDL,Nandan Denim Limited
1275,SKP,SKP Bearing Industries Limited
1276,KCPSUGIND,KCP Sugar and Industries Corporation Limited
1277,HIRECT,Hind Rectifiers Limited
1278,SILINV,SIL Investments Limited
1279,SARLAPOLY,Sarla Performance Fibers Limited
1280,SELAN,Selan Exploration Technology Limited
1281,CUPID,Cupid Limited
1282,PENINLAND,Peninsula Land Limited
1283,COOLCAPS,Cool Caps Industries Limited
1284,SVPGLOB,SVP GLOBAL TEXTILES LIMITED
1285,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited
1286,KNAGRI,KN Agri Resources Limited
1287,HINDMOTORS,Hindustan Motors Limited
1288,DYNPRO,Dynemic Products Limited
1289,LOYALTEX,Loyal Textile Mills Limited
1290,RADHIKAJWE,Radhika Jeweltech Limited
1291,JINDALPHOT,Jindal Photo Limited
1292,AURUM,Aurum PropTech Limited
1293,V2RETAIL,V2 Retail Limited
1294,DICIND,DIC India Limited
1295,UFO,UFO Moviez India Limited
1296,SHIVAMAUTO,Shivam Autotech Limited
1297,MINDTECK,Mindteck (India) Limited
1298,NDRAUTO,Ndr Auto Components Limited
1299,TAKE,Take Solutions Limited
1300,SKMEGGPROD,SKM Egg Products Export (India) Limited
1301,VISHWARAJ,Vishwaraj Sugar Industries Limited
1302,FOCE,Foce India Limited
1303,WEBELSOLAR,Websol Energy System Limited
1304,DENORA,De Nora India Limited
1305,ORIENTABRA,Orient Abrasives Limited
1306,HUBTOWN,Hubtown Limited
1307,CINELINE,Cineline India Limited
1308,PPAP,PPAP Automotive Limited
1309,SERVOTECH,Servotech Power Systems Limited
1310,MACPOWER,Macpower CNC Machines Limited
1311,BIRLAMONEY,Aditya Birla Money Limited
1312,BASML,Bannari Amman Spinning Mills Limited
1313,REVATHI,Revathi Equipment Limited
1314,GSCLCEMENT,Gujarat Sidhee Cement Limited
1315,INDOTHAI,Indo Thai Securities Limited
1316,DUCON,Ducon Infratechnologies Limited
1317,SOUTHWEST,South West Pinnacle Exploration Limited
1318,BRNL,Bharat Road Network Limited
1319,DUGLOBAL,DUDIGITAL GLOBAL LIMITED
1320,SIMPLEXINF,Simplex Infrastructures Limited
1321,GKWLIMITED,GKW Limited
1322,FOCUS,Focus Lighting and Fixtures Limited
1323,WEL,Wonder Fibromats Limited
1324,ASHIMASYN,Ashima Limited
1325,VIKASECO,Vikas EcoTech Limited
1326,CHEMBOND,Chembond Chemicals Ltd
1327,APOLSINHOT,Apollo Sindoori Hotels Limited
1328,JSLL,Jeena Sikho Lifecare Limited
1329,SBC,SBC Exports Limited
1330,ALBERTDAVD,Albert David Limited
1331,20MICRONS,20 Microns Limited
1332,KOTYARK,Kotyark Industries Limited
1333,MMP,MMP Industries Limited
1334,QMSMEDI,QMS Medical Allied Services Limited
1335,PRIMESECU,Prime Securities Limited
1336,MEP,MEP Infrastructure Developers Limited
1337,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited
1338,GPTINFRA,GPT Infraprojects Limited
1339,ESSENTIA,Integra Essentia Limited
1340,GEECEE,GeeCee Ventures Limited
1341,SAKHTISUG,Sakthi Sugars Limited
1342,WALCHANNAG,Walchandnagar Industries Limited
1343,BPL,BPL Limited
1344,MCLEODRUSS,Mcleod Russel India Limited
1345,ASAHISONG,Asahi Songwon Colors Limited
1346,BCONCEPTS,Brand Concepts Limited
1347,JITFINFRA,JITF Infralogistics Limited
1348,NATHBIOGEN,Nath Bio-Genes (India) Limited
1349,VITAL,Vital Chemtech Limited
1350,AUTOIND,Autoline Industries Limited
1351,IEL,Indiabulls Enterprises Limited
1352,DCMNVL,DCM Nouvelle Limited
1353,EMAMIREAL,Emami Realty Limited
1354,PASUPTAC,Pasupati Acrylon Limited
1355,NIPPOBATRY,Indo-National Limited
1356,FCONSUMER,Future Consumer Limited
1357,ONEPOINT,One Point One Solutions Limited
1358,STEL,Stel Holdings Limited
1359,MAHEPC,Mahindra EPC Irrigation Limited
1360,STARPAPER,Star Paper Mills Limited
1361,WINDMACHIN,Windsor Machines Limited
1362,TRIGYN,Trigyn Technologies Limited
1363,KMSUGAR,K.M.Sugar Mills Limited
1364,DANGEE,Dangee Dums Limited
1365,VERTOZ,Vertoz Advertising Limited
1366,RAJTV,Raj Television Network Limited
1367,PODDARMENT,Poddar Pigments Limited
1368,LGBFORGE,LGB Forge Limited
1369,DEVIT,Dev Information Technology Limited
1370,ABAN,Aban Offshore Limited
1371,INDTERRAIN,Indian Terrain Fashions Limited
1372,EUROBOND,Euro Panel Products Limited
1373,GINNIFILA,Ginni Filaments Limited
1374,MHLXMIRU,Mahalaxmi Rubtech Limited
1375,UCALFUEL,Ucal Fuel Systems Limited
1376,EROSMEDIA,Eros International Media Limited
1377,OSIAHYPER,Osia Hyper Retail Limited
1378,SINTERCOM,Sintercom India Limited
1379,ASIANENE,Asian Energy Services Limited
1380,E2E,E2E Networks Limited
1381,COASTCORP,Coastal Corporation Limited
1382,BMETRICS,Bombay Metrics Supply Chain Limited
1383,GRPLTD,GRP Limited
1384,GOYALALUM,Goyal Aluminiums Limited
1385,MAZDA,Mazda Limited
1386,JAYSREETEA,Jayshree Tea & Industries Limited
1387,ARROWGREEN,Arrow Greentech Limited
1388,SADBHAV,Sadbhav Engineering Limited
1389,BROOKS,Brooks Laboratories Limited
1390,PAVNAIND,Pavna Industries Limited
1391,ARIES,Aries Agro Limited
1392,NILAINFRA,Nila Infrastructures Limited
1393,SOLEX,Solex Energy Limited
1394,SHIVAUM,Shiv Aum Steels Limited
1395,MWL,Mangalam Worldwide Limited
1396,MARALOVER,Maral Overseas Limited
1397,AARVI,Aarvi Encon Limited
1398,AHLEAST,Asian Hotels (East) Limited
1399,TOTAL,Total Transport Systems Limited
1400,ACCURACY,Accuracy Shipping Limited
1401,USASEEDS,Upsurge Seeds Of Agriculture Limited
1402,HARRMALAYA,Harrisons  Malayalam Limited
1403,BIL,Bhartiya International Limited
1404,PVP,PVP Ventures Limited
1405,CAREERP,Career Point Limited
1406,TPLPLASTEH,TPL Plastech Limited
1407,SEJALLTD,Sejal Glass Limited
1408,KRITINUT,Kriti Nutrients Limited
1409,ZODIACLOTH,Zodiac Clothing Company Limited
1410,PIONDIST,Pioneer Distilleries Limited
1411,DTIL,Dhunseri Tea & Industries Limited
1412,KILITCH,Kilitch Drugs (India) Limited
1413,VENUSREM,Venus Remedies Limited
1414,KORE,Jay Jalaram Technologies Limited
1415,MEGASOFT,Megasoft Limited
1416,UNITEDPOLY,United Polyfab Gujarat Limited
1417,REPL,Rudrabhishek Enterprises Limited
1418,BAFNAPH,Bafna Pharmaceuticals Limited
1419,SWASTIK,Swastik Pipe Limited
1420,INSPIRISYS,Inspirisys Solutions Limited
1421,KREBSBIO,Krebs Biochemicals and Industries Limited
1422,PHANTOMFX,Phantom Digital Effects Limited
1423,GUJAPOLLO,Gujarat Apollo Industries Limited
1424,KAMATHOTEL,Kamat Hotels (I) Limited
1425,ANNAPURNA,Annapurna Swadisht Limited
1426,MURUDCERA,Murudeshwar Ceramics Limited
1427,ALLETEC,All E Technologies Limited
1428,IVC,IL&FS Investment Managers Limited
1429,SINTEX,Sintex Industries Limited
1430,ZEELEARN,Zee Learn Limited
1431,HDIL,Housing Development and Infrastructure Limited
1432,MEGASTAR,Megastar Foods Limited
1433,PRECOT,Precot Limited
1434,EIMCOELECO,Eimco Elecon (India) Limited
1435,RAMANEWS,Shree Rama Newsprint Limited
1436,MAANALU,Maan Aluminium Limited
1437,MANAKSTEEL,Manaksia Steels Limited
1438,GIRRESORTS,GIR Natureview Resorts Limited
1439,SIL,Standard Industries Limited
1440,SUPERHOUSE,Superhouse Limited
1441,INVENTURE,Inventure Growth & Securities Limited
1442,TIRUPATIFL,Tirupati Forge Limited
1443,GULFPETRO,GP Petroleums Limited
1444,MBLINFRA,MBL Infrastructure Limited
1445,SPLIL,SPL Industries Limited
1446,PRAXIS,Praxis Home Retail Limited
1447,MANGALAM,Mangalam Drugs And Organics Limited
1448,SUULD,Suumaya Industries Limited
1449,SHREYANIND,Shreyans Industries Limited
1450,MODISONLTD,MODISON LIMITED
1451,SARVESHWAR,Sarveshwar Foods Limited
1452,SADBHIN,Sadbhav Infrastructure Project Limited
1453,AKSHARCHEM,AksharChem India Limited
1454,ARSHIYA,Arshiya Limited
1455,BOHRAIND,Bohra Industries Limited
1456,SIGMA,Sigma Solve Limited
1457,VETO,Veto Switchgears And Cables Limited
1458,AIRAN,Airan Limited
1459,VISESHINFO,Visesh Infotecnics Limited
1460,PALREDTEC,Palred Technologies Limited
1461,VIPULLTD,Vipul Limited
1462,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
1463,KOHINOOR,Kohinoor Foods Limited
1464,PREMIERPOL,Premier Polyfilm Limited
1465,ESSARSHPNG,Essar Shipping Limited
1466,MAHESHWARI,Maheshwari Logistics Limited
1467,TIL,TIL Limited
1468,BSL,BSL Limited
1469,KANPRPLA,Kanpur Plastipack Limited
1470,TIPSFILMS,Tips Films Limited
1471,JAINAM,Jainam Ferro Alloys (I) Limited
1472,ISFT,Intrasoft Technologies Limited
1473,RAJSREESUG,Rajshree Sugars & Chemicals Limited
1474,RPPL,Rajshree Polypack Limited
1475,FLFL,Future Lifestyle Fashions Limited
1476,LOVABLE,Lovable Lingerie Limited
1477,NITCO,Nitco Limited
1478,BHARATGEAR,Bharat Gears Limited
1479,PILITA,PIL ITALICA LIFESTYLE LIMITED
1480,BEDMUTHA,Bedmutha Industries Limited
1481,EMKAY,Emkay Global Financial Services Limited
1482,RNAVAL,Reliance Naval and Engineering Limited
1483,INDOTECH,Indo Tech Transformers Limited
1484,RUCHINFRA,Ruchi Infrastructure Limited
1485,XELPMOC,Xelpmoc Design And Tech Limited
1486,SGIL,Synergy Green Industries Limited
1487,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited
1488,SMSLIFE,SMS Lifesciences India Limited
1489,TRF,TRF Limited
1490,LOKESHMACH,Lokesh Machines Limited
1491,SMLT,Sarthak Metals Limited
1492,IL&FSENGG,IL&FS Engineering and Construction Company Limited
1493,PAR,Par Drugs And Chemicals Limited
1494,IITL,Industrial Investment Trust Limited
1495,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited
1496,TTL,T T Limited
1497,ALMONDZ,Almondz Global Securities Limited
1498,ASPINWALL,Aspinwall and Company Limited
1499,ELGIRUBCO,Elgi Rubber Company Limited
1500,PRITI,Priti International Limited
1501,MODIRUBBER,Modi Rubber Limited
1502,KRISHNADEF,Krishna Defence and Allied Industries Limited
1503,VISASTEEL,Visa Steel Limited
1504,PASHUPATI,Pashupati Cotspin Limited
1505,A2ZINFRA,A2Z Infra Engineering Limited
1506,SPTL,Sintex Plastics Technology Limited
1507,WORTH,Worth Peripherals Limited
1508,AARON,Aaron Industries Limited
1509,COMPINFO,Compuage Infocom Limited
1510,TIRUPATI,Shree Tirupati Balajee FIBC Limited
1511,SIKKO,Sikko Industries Limited
1512,EMMBI,Emmbi Industries Limited
1513,ANMOL,Anmol India Limited
1514,JOCIL,Jocil Limited
1515,BYKE,The Byke Hospitality Ltd
1516,ALPHAGEO,Alphageo (India) Limited
1517,KBCGLOBAL,KBC Global Limited
1518,ZODIAC,Zodiac Energy Limited
1519,CEREBRAINT,Cerebra Integrated Technologies Limited
1520,TEXMOPIPES,Texmo Pipes and Products Limited
1521,GOLDSTAR,Goldstar Power Limited
1522,RHFL,Reliance Home Finance Limited
1523,ARTNIRMAN,Art Nirman Limited
1524,DJML,DJ Mediaprint & Logistics Limited
1525,GOLDTECH,Goldstone Technologies Limited
1526,GAYAPROJ,Gayatri Projects Limited
1527,GILLANDERS,Gillanders Arbuthnot & Company Limited
1528,OBCL,Orissa Bengal Carrier Limited
1529,BEWLTD,BEW Engineering Limited
1530,WEIZMANIND,Weizmann Limited
1531,AKSHOPTFBR,Aksh Optifibre Limited
1532,UMAEXPORTS,Uma Exports Limited
1533,WANBURY,Wanbury Limited
1534,YAARI,Yaari Digital Integrated Services Limited
1535,COMPUSOFT,Compucom Software Limited
1536,ASCOM,Ascom Leasing & Investments Limited
1537,LOTUSEYE,Lotus Eye Hospital and Institute Limited
1538,KAKATCEM,Kakatiya Cement Sugar & Industries Limited
1539,SHIVATEX,Shiva Texyarn Limited
1540,ASIANHOTNR,Asian Hotels (North) Limited
1541,JMA,Jullundur Motor Agency (Delhi) Limited
1542,RANEENGINE,Rane Engine Valve Limited
1543,DCI,Dc Infotech And Communication Limited
1544,SETCO,Setco Automotive Limited
1545,INTENTECH,Intense Technologies Limited
1546,RVHL,Ravinder Heights Limited
1547,3RDROCK,3rd Rock Multimedia Limited
1548,ALANKIT,Alankit Limited
1549,ASTRON,Astron Paper & Board Mill Limited
1550,DCM,DCM  Limited
1551,INDOWIND,Indowind Energy Limited
1552,AKSHAR,Akshar Spintex Limited
1553,URAVI,Uravi T and Wedge Lamps Limited
1554,RPPINFRA,R.P.P. Infra Projects Limited
1555,SURANAT&P,Surana Telecom and Power Limited
1556,BALLARPUR,Ballarpur Industries Limited
1557,SITINET,Siti Networks Limited
1558,IRIS,Iris Business Services Limited
1559,SVLL,Shree Vasu Logistics Limited
1560,AVROIND,AVRO INDIA LIMITED
1561,SOFTTECH,Softtech Engineers Limited
1562,VAISHALI,Vaishali Pharma Limited
1563,BTML,Bodhi Tree Multimedia Limited
1564,TEMBO,Tembo Global Industries Limited
1565,NOIDATOLL,Noida Toll Bridge Company Limited
1566,JHS,JHS Svendgaard Laboratories Limited
1567,ARCHIDPLY,Archidply Industries Limited
1568,KSHITIJPOL,Kshitij Polyline Limited
1569,INDBANK,Indbank Merchant Banking Services Limited
1570,BHAGYANGR,Bhagyanagar India Limited
1571,BALPHARMA,Bal Pharma Limited
1572,ARVEE,Arvee Laboratories (India) Limited
1573,VINNY,Vinny Overseas Limited
1574,NPST,Network People Services Technologies Limited
1575,PRITIKAUTO,Pritika Auto Industries Limited
1576,RELCHEMQ,Reliance Chemotex Industries Limited
1577,PROPEQUITY,P. E. Analytics Limited
1578,STARTECK,Starteck Finance Limited
1579,SALONA,Salona Cotspin Limited
1580,MANAKALUCO,Manaksia Aluminium Company Limited
1581,PALASHSECU,Palash Securities Limited
1582,AVG,AVG Logistics Limited
1583,UNITEDTEA,The United Nilgiri Tea Estates Company Limited
1584,SMARTLINK,Smartlink Holdings Limited
1585,LEMERITE,Le Merite Exports Limited
1586,LEXUS,Lexus Granito (India) Limited
1587,NILASPACES,Nila Spaces Limited
1588,SHIGAN,Shigan Quantum Technologies Limited
1589,REMSONSIND,Remsons Industries Limited
1590,PODDARHOUS,Poddar Housing and Development Limited
1591,GENCON,Generic Engineering Construction and Projects Limited
1592,NDGL,Naga Dhunseri Group Limited
1593,LASA,Lasa Supergenerics Limited
1594,NIRAJ,Niraj Cement Structurals Limited
1595,INDIANCARD,Indian Card Clothing Company Limited
1596,UMANGDAIRY,Umang Dairies Limited
1597,CORALFINAC,Coral India Finance & Housing Limited
1598,IL&FSTRANS,IL&FS Transportation Networks Limited
1599,SRPL,Shree Ram Proteins Limited
1600,PANSARI,Pansari Developers Limited
1601,HILTON,Hilton Metal Forging Limited
1602,AHLADA,Ahlada Engineers Limited
1603,ALPA,Alpa Laboratories Limited
1604,ALKALI,Alkali Metals Limited
1605,SUNDARAM,Sundaram Multi Pap Limited
1606,CAPTRUST,Capital Trust Limited
1607,PARIN,Parin Furniture Limited
1608,IVP,IVP Limited
1609,BAHETI,Baheti Recycling Industries Limited
1610,SUNDRMBRAK,Sundaram Brake Linings Limited
1611,SALSTEEL,S.A.L. Steel Limited
1612,SHAHALLOYS,Shah Alloys Limited
1613,AJRINFRA,AJR INFRA AND TOLLING LIMITED
1614,BLBLIMITED,BLB Limited
1615,SPECTRUM,Spectrum Electrical Industries Limited
1616,GTL,GTL Limited
1617,NECCLTD,North Eastern Carrying Corporation Limited
1618,GANGESSECU,Ganges Securities Limited
1619,AIROLAM,Airo Lam limited
1620,ATLANTA,Atlanta  Limited
1621,CCHHL,Country Club Hospitality & Holidays Limited
1622,SPMLINFRA,SPML Infra Limited
1623,NGIL,Nakoda Group of Industries Limited
1624,SECURCRED,SecUR Credentials Limited
1625,KAPSTON,Kapston Services Limited
1626,MUKTAARTS,Mukta Arts Limited
1627,AKG,Akg Exim Limited
1628,GOLDENTOBC,Golden Tobacco Limited
1629,OMAXAUTO,Omax Autos Limited
1630,MANAKCOAT,Manaksia Coated Metals & Industries Limited
1631,DAMODARIND,Damodar Industries Limited
1632,MAHASTEEL,Mahamaya Steel Industries Limited
1633,MRO-TEK,MRO-TEK Realty Limited
1634,GAL,Gyscoal Alloys Limited
1635,SIMBHALS,Simbhaoli Sugars Limited
1636,AMDIND,AMD Industries Limited
1637,VMARCIND,V Marc India Limited
1638,FSC,Future Supply Chain Solutions Limited
1639,PIONEEREMB,Pioneer Embroideries Limited
1640,CTE,Cambridge Technology Enterprises Limited
1641,LPDC,Landmark Property Development Company Limited
1642,SURYALAXMI,Suryalakshmi Cotton Mills Limited
1643,KRITIKA,Kritika Wires Limited
1644,AMJLAND,Amj Land Holdings Limited
1645,SIGIND,Signet Industries Limited
1646,DRSDILIP,DRS Dilip Roadlines Limited
1647,SURANASOL,Surana Solar Limited
1648,ATALREAL,Atal Realtech Limited
1649,LAGNAM,Lagnam Spintex Limited
1650,LAMBODHARA,Lambodhara Textiles Limited
1651,TARMAT,Tarmat Limited
1652,PRAENG,Prajay Engineers Syndicate Limited
1653,MOTOGENFIN,The Motor & General Finance Limited
1654,UNIVASTU,Univastu India Limited
1655,JAIPURKURT,Nandani Creation Limited
1656,FIBERWEB,Fiberweb (India) Limited
1657,SUVIDHAA,Suvidhaa Infoserve Limited
1658,ANIKINDS,Anik Industries Limited
1659,RKEC,RKEC Projects Limited
1660,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
1661,DIL,Debock Industries Limited
1662,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
1663,PARTYCRUS,Party Cruisers Limited
1664,TOUCHWOOD,Touchwood Entertainment Limited
1665,WELINV,Welspun Investments and Commercials Limited
1666,GROBTEA,The Grob Tea Company Limited
1667,AUSOMENT,Ausom Enterprise Limited
1668,BAGFILMS,B.A.G Films and Media Limited
1669,SONAMCLOCK,Sonam Clock Limited
1670,HPIL,Hindprakash Industries Limited
1671,IZMO,IZMO Limited
1672,PRESSMN,Pressman Advertising Limited
1673,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited
1674,SHRENIK,Shrenik Limited
1675,TOKYOPLAST,Tokyo Plast International Limited
1676,LLOYDS,Lloyds Luxuries Limited
1677,SUMIT,Sumit Woods Limited
1678,STEELCITY,Steel City Securities Limited
1679,DGCONTENT,Digicontent Limited
1680,CELEBRITY,Celebrity Fashions Limited
1681,BEARDSELL,Beardsell Limited
1682,HINDCON,Hindcon Chemicals Limited
1683,KANANIIND,Kanani Industries Limited
1684,ENERGYDEV,Energy Development Company Limited
1685,PROLIFE,Prolife Industries Limited
1686,VIVIMEDLAB,Vivimed Labs Limited
1687,FIDEL,Fidel Softech Limited
1688,AGROPHOS,Agro Phos India Limited
1689,KALYANIFRG,Kalyani Forge Limited
1690,ROML,Raj Oil Mills Limited
1691,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited
1692,ELECTHERM,Electrotherm (India) Limited
1693,AURDIS,Aurangabad Distillery Limited
1694,PATINTLOG,Patel Integrated Logistics Limited
1695,PRAKASHSTL,Prakash Steelage Limited
1696,GICL,Globe International Carriers Limited
1697,DOLLEX,Dollex Agrotech Limited
1698,BHANDARI,Bhandari Hosiery Exports Limited
1699,ARCHIES,Archies Limited
1700,TARACHAND,Tara Chand InfraLogistic Solutions Limited
1701,MITCON,MITCON Consultancy & Engineering Services Limited
1702,DBSTOCKBRO,DB (International) Stock Brokers Limited
1703,MCL,Madhav Copper Limited
1704,SHIVAMILLS,Shiva Mills Limited
1705,MORARJEE,Morarjee Textiles Limited
1706,DHRUV,Dhruv Consultancy Services Limited
1707,ANKITMETAL,Ankit Metal & Power Limited
1708,CORDSCABLE,Cords Cable Industries Limited
1709,MHHL,Mohini Health & Hygiene Limited
1710,TREJHARA,TREJHARA SOLUTIONS LIMITED
1711,BANKA,Banka BioLoo Limited
1712,OILCOUNTUB,Oil Country Tubular Limited
1713,DELTAMAGNT,Delta Manufacturing Limited
1714,ARIHANTACA,Arihant Academy Limited
1715,GSTL,Globesecure Technologies Limited
1716,CENTEXT,Century Extrusions Limited
1717,WIPL,The Western India Plywoods Limited
1718,SHREERAMA,Shree Rama Multi-Tech Limited
1719,FLEXITUFF,Flexituff Ventures International Limited
1720,GEEKAYWIRE,Geekay Wires Limited
1721,NITIRAJ,Nitiraj Engineers Limited
1722,PKTEA,The Peria Karamalai Tea & Produce Company Limited
1723,EXCEL,Excel Realty N Infra Limited
1724,AAATECH,AAA Technologies Limited
1725,ZENITHSTL,Zenith Steel Pipes & Industries Limited
1726,TREEHOUSE,Tree House Education & Accessories Limited
1727,KEYFINSERV,Keynote Financial Services Limited
1728,SAMBHAAV,Sambhaav Media Limited
1729,GLOBALVECT,Global Vectra Helicorp Limited
1730,FEL,Future Enterprises Limited
1731,GIRIRAJ,Giriraj Civil Developers Limited
1732,AROGRANITE,Aro Granite Industries Limited
1733,LATTEYS,Latteys Industries Limited
1734,JBFIND,JBF Industries Limited
1735,MAGNUM,Magnum Ventures Limited
1736,AVSL,AVSL Industries Limited
1737,PANACHE,Panache Digilife Limited
1738,HISARMETAL,Hisar Metal Industries Limited
1739,PIGL,Power & Instrumentation (Gujarat) Limited
1740,AAKASH,Aakash Exploration Services Limited
1741,PRECISION,Precision Metaliks Limited
1742,SEPOWER,S.E. Power Limited
1743,UMA,Uma Converter Limited
1744,CMRSL,Cyber Media Research & Services Limited
1745,GLOBE,Globe Textiles (India) Limited
1746,INDSWFTLTD,Ind-Swift Limited
1747,CINEVISTA,Cinevista Limited
1748,ORIENTLTD,Orient Press Limited
1749,REGENCERAM,Regency Ceramics Limited
1750,NIDAN,Nidan Laboratories and Healthcare Limited
1751,ROLTA,Rolta India Limited
1752,MALUPAPER,Malu Paper Mills Limited
1753,SHRADHA,Shradha Infraprojects Limited
1754,MAHICKRA,Mahickra Chemicals Limited
1755,MDL,Marvel Decor Limited
1756,AGRITECH,Agri-Tech (India) Limited
1757,RSSOFTWARE,R. S. Software (India) Limited
1758,MOKSH,Moksh Ornaments Limited
1759,MBECL,Mcnally Bharat Engineering Company Limited
1760,BANG,Bang Overseas Limited
1761,PENTAGOLD,Penta Gold Limited
1762,AJOONI,Ajooni Biotech Limited
1763,HYBRIDFIN,Hybrid Financial Services Limited
1764,IPSL,Integrated Personnel Services Limited
1765,HOVS,HOV Services Limited
1766,ABMINTLLTD,ABM International Limited
1767,HECPROJECT,HEC Infra Projects Limited
1768,VINEETLAB,Vineet Laboratories Limited
1769,BDR,BDR Buildcon Limited
1770,PNC,Pritish Nandy Communications Limited
1771,UJAAS,Ujaas Energy Limited
1772,ARHAM,Arham Technologies Limited
1773,SUPREMEINF,Supreme Infrastructure India Limited
1774,TERASOFT,Tera Software Limited
1775,PULZ,Pulz Electronics Limited
1776,CUBEXTUB,Cubex Tubings Limited
1777,VASWANI,Vaswani Industries Limited
1778,AARVEEDEN,Aarvee Denims & Exports Limited
1779,ACEINTEG,Ace Integrated Solutions Limited
1780,BVCL,Barak Valley Cements Limited
1781,RELIABLE,Reliable Data Services Limited
1782,VIVIANA,Viviana Power Tech Limited
1783,KKVAPOW,KKV Agro Powers Limited
1784,MTEDUCARE,MT Educare Limited
1785,BANARBEADS,Banaras Beads Limited
1786,SUMEETINDS,Sumeet Industries Limited
1787,NIBL,NRB Industrial Bearings Limited
1788,SIDDHIKA,Siddhika Coatings Limited
1789,AKASH,Akash Infra-Projects Limited
1790,SANWARIA,Sanwaria Consumer Limited
1791,LGHL,Laxmi Goldorna House Limited
1792,KHANDSE,Khandwala Securities Limited
1793,ABCOTS,A B Cotspin India Limited
1794,GANGAFORGE,Ganga Forging Limited
1795,WEWIN,WE WIN LIMITED
1796,SUPERSPIN,Super Spinning Mills Limited
1797,SOMICONVEY,Somi Conveyor Beltings Limited
1798,NAGREEKEXP,Nagreeka Exports Limited
1799,TIMESCAN,Timescan Logistics (India) Limited
1800,MANUGRAPH,Manugraph India Limited
1801,AISL,ANI Integrated Services Limited
1802,LIBAS,Libas Consumer Products Limited
1803,SGL,STL Global Limited
1804,TIMESGTY,Times Guaranty Limited
1805,SAGARDEEP,Sagardeep Alloys Limited
1806,JETFREIGHT,Jet Freight Logistics Limited
1807,KHFM,Khfm Hospitality And Facility Management Services Limited
1808,AMBANIORG,Ambani Organics Limited
1809,BURNPUR,Burnpur Cement Limited
1810,VSCL,Vadivarhe Speciality Chemicals Limited
1811,GODHA,Godha Cabcon & Insulation Limited
1812,MRO,M.R. Organisation Limited
1813,NEXTMEDIA,Next Mediaworks Limited
1814,ARSSINFRA,ARSS Infrastructure Projects Limited
1815,DKEGL,D.K. Enterprises Global Limited
1816,PRITIKA,Pritika Engineering Components Limited
1817,ADROITINFO,Adroit Infotech Limited
1818,UCL,Ushanti Colour Chem Limited
1819,PARASPETRO,Paras Petrofils Limited
1820,AGNI,Agni Green Power Limited
1821,ZENITHEXPO,Zenith Exports Limited
1822,VARDMNPOLY,Vardhman Polytex Limited
1823,BALKRISHNA,Balkrishna Paper Mills Limited
1824,MADHUCON,Madhucon Projects Limited
1825,RKDL,Ravi Kumar Distilleries Limited
1826,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited
1827,SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited
1828,DNAMEDIA,Diligent Media Corporation Limited
1829,MEGAFLEX,Mega Flex Plastics Limited
1830,PEARLPOLY,Pearl Polymers Limited
1831,MADHAV,Madhav Marbles and Granites Limited
1832,SWARAJ,Swaraj Suiting Limited
1833,GOENKA,Goenka Diamond and Jewels Limited
1834,ICDSLTD,ICDS Limited
1835,LAXMICOT,Laxmi Cotspin Limited
1836,SANGINITA,Sanginita Chemicals Limited
1837,DHARSUGAR,Dharani Sugars & Chemicals Limited
1838,MARSHALL,Marshall Machines Limited
1839,SHAIVAL,Shaival Reality Limited
1840,HBSL,HB Stockholdings Limited
1841,TGBHOTELS,TGB Banquets And Hotels Limited
1842,JETKNIT,Jet Knitwears Limited
1843,COUNCODOS,Country Condo's Limited
1844,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
1845,JFLLIFE,Jfl Life Sciences Limited
1846,FELIX,Felix Industries Limited
1847,HEADSUP,Heads UP Ventures Limited
1848,CROWN,Crown Lifters Limited
1849,MINDPOOL,Mindpool Technologies Limited
1850,ADL,Archidply Decor Limited
1851,MILTON,Milton Industries Limited
1852,VIVIDHA,Visagar Polytex Limited
1853,KRIDHANINF,Kridhan Infra Limited
1854,ROLLT,Rollatainers Limited
1855,MERCATOR,Mercator Limited
1856,KEEPLEARN,DSJ Keep Learning Limited
